sentence,label,label_name
"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",1,neutral
The trade is in accordance with the agreement announced on 26 March 2008 .,1,neutral
The chain is to unite 45-50 centres by the end of 2008 .,1,neutral
"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",1,neutral
"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",1,neutral
"Product deliveries will not be interrupted , the refiner said , giving no financial details .",1,neutral
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",1,neutral
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",2,positive
The bridge will be built to the south of the existing bridge spanning the strait .,1,neutral
Profit after taxes totaled EUR 12.1 mn .,1,neutral
"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy .",2,positive
` Nordic infrastructure construction is one of our strategic growth areas .,1,neutral
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",1,neutral
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,1,neutral
Sanoma Magazines ' net sales are estimated to grow in 2006 .,2,positive
The project also implies an underground parking lot for 56 vehicles .,1,neutral
`` The combined activities will create value for shareholders and be good for our employees and customers .,2,positive
The handset maker did not disclose any financial details .,1,neutral
"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",2,positive
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",1,neutral
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',0,negative
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",0,negative
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,2,positive
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,1,neutral
"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",1,neutral
The purchase sum is about EUR 10mn US$ 12.97 mn .,1,neutral
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",1,neutral
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,2,positive
N-Viro operates processing facilities independently as well as in partnership with municipalities .,1,neutral
The Group 's cash flow from operations will be positive .,2,positive
The inventor was issued U.S. Patent No. .,1,neutral
Coffee will be served starting at 14:30 EET as well as after the event .,1,neutral
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,1,neutral
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",1,neutral
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",1,neutral
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",1,neutral
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,1,neutral
"In Finland , the launch of tie-in sales of 3G mobile phones did not cause a dramatic rush in mobile retail outlets during the first few days .",1,neutral
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,1,neutral
"Following the move , Stora Enso holding in NewPage will remain unchanged .",1,neutral
"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .",1,neutral
The transaction is expected to be completed next spring .,1,neutral
"Nordstjernan will make the offer in approximately one month , in September 2007 .",1,neutral
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",2,positive
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",2,positive
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",1,neutral
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",1,neutral
"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",1,neutral
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,1,neutral
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",0,negative
The most significant challengers in the market are Logset and Sampo-Rosenlew .,1,neutral
To see a slide show of all the newest product releases from Fiskars .,1,neutral
"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE .",1,neutral
"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",2,positive
"To see more of New Haven Register , or to subscribe to the newspaper .",1,neutral
Talentum 's net sales in September were smaller than expected .,0,negative
"In addition , the company is considering the start of production in Russia .",1,neutral
The value of the contracts is about EUR 3.3 mn .,1,neutral
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,1,neutral
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",2,positive
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,0,negative
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,2,positive
The value of the order is around EUR 100 million .,1,neutral
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",1,neutral
"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",1,neutral
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,2,positive
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,1,neutral
"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",1,neutral
The event can also be viewed as a live audio webcast at www.ahlstrom.com .,1,neutral
